age,sex,body_type,height,job,lives_in_san_francisco,religious,sign,age_grouped
29,m,average,69.0,hospitality / travel,True,False,sagittarius,25.0
28,f,curvy,59.0,other,True,True,scorpio,25.0
30,f,a little extra,66.0,not specified,False,True,sagittarius,30.0
30,f,average,64.0,not specified,False,True,libra,30.0
22,m,a little extra,68.0,unemployed,False,True,leo,20.0
26,m,rather not say,70.0,science / tech / engineering,True,False,unknown,25.0
58,f,curvy,63.0,banking / financial / real estate,False,False,pisces,55.0
26,m,average,70.0,transportation,False,False,virgo,25.0
28,f,thin,63.0,student,False,False,sagittarius,25.0
33,m,fit,71.0,student,True,True,capricorn,30.0
32,m,fit,72.0,not specified,False,False,capricorn,30.0
29,f,thin,66.0,retired,True,True,cancer,25.0
33,m,average,70.0,entertainment / media,False,False,cancer,30.0
33,f,average,63.0,other,True,False,aquarius,30.0
42,m,athletic,73.0,executive / management,True,False,unknown,40.0
26,m,athletic,71.0,sales / marketing / biz dev,False,False,virgo,25.0
36,f,fit,66.0,sales / marketing / biz dev,True,True,unknown,35.0
29,m,average,68.0,not specified,True,True,unknown,25.0
22,m,thin,72.0,not specified,False,False,pisces,20.0
26,m,fit,70.0,other,True,False,gemini,25.0
30,m,fit,76.0,transportation,False,True,aries,30.0
39,m,average,72.0,science / tech / engineering,True,True,libra,35.0
38,f,average,67.0,other,True,True,aries,35.0
30,f,average,64.0,other,True,True,virgo,30.0
27,m,average,70.0,hospitality / travel,True,True,aquarius,25.0
41,f,fit,64.0,other,False,True,capricorn,40.0
25,f,average,67.0,sales / marketing / biz dev,False,False,sagittarius,25.0
38,f,rather not say,63.0,sales / marketing / biz dev,True,True,libra,35.0
37,f,curvy,60.0,education / academia,False,True,capricorn,35.0
26,f,average,66.0,clerical / administrative,False,False,scorpio,25.0
30,f,fit,62.0,political / government,False,True,cancer,30.0
33,m,thin,74.0,sales / marketing / biz dev,False,False,leo,30.0
48,m,fit,70.0,clerical / administrative,True,False,gemini,45.0
30,m,average,70.0,other,True,False,virgo,30.0
34,m,average,73.0,hospitality / travel,True,False,cancer,30.0
27,m,average,70.0,other,True,True,gemini,25.0
26,m,average,68.0,not specified,False,True,virgo,25.0
41,m,average,70.0,other,False,True,aquarius,40.0
21,m,fit,68.0,science / tech / engineering,True,True,unknown,20.0
24,m,average,70.0,entertainment / media,True,False,aries,20.0
33,f,fit,63.0,other,True,False,taurus,30.0
54,f,overweight,65.0,artistic / musical / writer,False,True,sagittarius,50.0
22,f,average,67.0,student,True,False,scorpio,20.0
47,f,curvy,65.0,clerical / administrative,True,True,pisces,45.0
53,f,curvy,60.0,artistic / musical / writer,False,False,taurus,50.0
43,m,rather not say,70.0,entertainment / media,False,True,unknown,40.0
39,m,average,74.0,education / academia,False,True,cancer,35.0
25,m,fit,70.0,other,False,True,unknown,25.0
34,f,athletic,68.0,science / tech / engineering,True,True,capricorn,30.0
32,f,average,64.0,student,True,True,aries,30.0
35,m,athletic,67.0,other,True,False,cancer,35.0
40,m,athletic,75.0,science / tech / engineering,False,True,gemini,40.0
21,f,rather not say,63.0,student,False,False,cancer,20.0
26,m,a little extra,67.0,entertainment / media,True,True,pisces,25.0
33,m,average,72.0,sales / marketing / biz dev,True,False,unknown,30.0
28,m,athletic,67.0,medicine / health,False,False,libra,25.0
27,m,average,66.0,science / tech / engineering,False,True,aries,25.0
29,m,rather not say,68.0,computer / hardware / software,True,False,unknown,25.0
31,m,average,68.0,military,False,False,unknown,30.0
30,m,thin,66.0,science / tech / engineering,True,False,sagittarius,30.0
25,m,athletic,70.0,other,False,True,libra,25.0
28,m,used up,70.0,other,True,False,cancer,25.0
43,f,curvy,65.0,artistic / musical / writer,False,True,gemini,40.0
34,f,fit,63.0,other,False,True,capricorn,30.0
24,f,curvy,65.0,student,True,True,scorpio,20.0
38,f,fit,66.0,entertainment / media,False,False,gemini,35.0
48,f,curvy,63.0,law / legal services,False,True,sagittarius,45.0
54,f,athletic,65.0,medicine / health,False,False,scorpio,50.0
51,f,fit,65.0,not specified,False,False,sagittarius,50.0
37,m,fit,69.0,sales / marketing / biz dev,True,False,unknown,35.0
23,f,full figured,66.0,artistic / musical / writer,True,False,aquarius,20.0
34,m,a little extra,73.0,law / legal services,False,False,aquarius,30.0
23,m,rather not say,71.0,not specified,False,False,unknown,20.0
21,m,fit,73.0,rather not say,False,True,taurus,20.0
41,m,athletic,68.0,executive / management,True,True,unknown,40.0
35,m,skinny,68.0,artistic / musical / writer,False,True,taurus,35.0
28,m,athletic,75.0,student,False,True,pisces,25.0
20,m,athletic,71.0,not specified,True,False,sagittarius,20.0
46,m,fit,70.0,not specified,True,False,unknown,45.0
25,m,fit,75.0,science / tech / engineering,True,True,sagittarius,25.0
42,m,athletic,69.0,computer / hardware / software,True,True,cancer,40.0
27,f,fit,62.0,not specified,True,True,taurus,25.0
45,f,average,62.0,computer / hardware / software,True,True,aries,45.0
41,f,average,65.0,entertainment / media,False,False,taurus,40.0
44,f,a little extra,70.0,executive / management,True,True,gemini,40.0
32,m,fit,67.0,transportation,True,True,leo,30.0
27,m,average,68.0,not specified,False,False,unknown,25.0
26,m,athletic,70.0,student,True,False,cancer,25.0
31,m,fit,71.0,banking / financial / real estate,False,False,cancer,30.0
27,m,average,74.0,computer / hardware / software,False,False,cancer,25.0
30,m,rather not say,70.0,other,True,False,capricorn,30.0
42,m,athletic,69.0,computer / hardware / software,True,True,cancer,40.0
29,m,fit,70.0,science / tech / engineering,True,True,capricorn,25.0
20,m,fit,69.0,student,False,True,leo,20.0
24,m,a little extra,68.0,student,False,False,aquarius,20.0
28,m,athletic,69.0,not specified,True,False,gemini,25.0
56,m,fit,71.0,other,False,False,unknown,55.0
48,f,curvy,67.0,other,False,False,scorpio,45.0
27,f,thin,65.0,education / academia,False,False,aries,25.0
25,m,athletic,71.0,education / academia,True,False,leo,25.0
51,m,athletic,68.0,executive / management,True,False,capricorn,50.0
37,m,average,74.0,construction / craftsmanship,False,True,aries,35.0
27,f,thin,67.0,artistic / musical / writer,True,True,scorpio,25.0
23,m,average,75.0,computer / hardware / software,True,False,unknown,20.0
50,m,athletic,71.0,not specified,True,False,pisces,50.0
23,m,rather not say,76.0,computer / hardware / software,False,True,unknown,20.0
35,f,fit,65.0,education / academia,False,False,leo,35.0
45,m,fit,71.0,computer / hardware / software,False,True,unknown,45.0
32,m,rather not say,65.0,artistic / musical / writer,False,True,aries,30.0
27,m,rather not say,68.0,computer / hardware / software,True,False,scorpio,25.0
32,m,average,70.0,computer / hardware / software,True,False,aries,30.0
27,m,fit,74.0,student,False,True,taurus,25.0
37,m,fit,69.0,not specified,False,False,unknown,35.0
63,m,a little extra,73.0,education / academia,False,False,taurus,60.0
26,m,rather not say,70.0,not specified,False,False,unknown,25.0
26,m,athletic,70.0,science / tech / engineering,False,True,capricorn,25.0
32,m,average,67.0,computer / hardware / software,True,True,aquarius,30.0
26,m,skinny,66.0,computer / hardware / software,True,True,unknown,25.0
34,f,rather not say,62.0,rather not say,False,True,aquarius,30.0
27,m,fit,67.0,science / tech / engineering,True,True,capricorn,25.0
38,m,fit,72.0,computer / hardware / software,True,True,taurus,35.0
46,f,average,69.0,other,False,False,libra,45.0
26,m,a little extra,66.0,computer / hardware / software,False,True,sagittarius,25.0
25,m,athletic,69.0,science / tech / engineering,True,True,sagittarius,25.0
23,m,a little extra,72.0,other,False,False,taurus,20.0
48,m,fit,69.0,science / tech / engineering,True,False,unknown,45.0
25,m,average,71.0,entertainment / media,True,True,unknown,25.0
24,m,fit,70.0,entertainment / media,True,True,capricorn,20.0
34,m,fit,74.0,other,False,True,unknown,30.0
41,m,average,68.0,other,True,False,leo,40.0
26,m,fit,73.0,science / tech / engineering,False,False,cancer,25.0
23,f,rather not say,62.0,sales / marketing / biz dev,True,False,sagittarius,20.0
21,m,average,72.0,student,True,True,virgo,20.0
26,m,athletic,73.0,entertainment / media,False,False,unknown,25.0
25,m,athletic,68.0,student,True,True,taurus,25.0
28,f,fit,66.0,student,False,False,unknown,25.0
31,f,thin,65.0,entertainment / media,True,False,taurus,30.0
52,f,fit,67.0,science / tech / engineering,False,False,gemini,50.0
22,m,average,70.0,student,True,True,libra,20.0
27,m,average,70.0,rather not say,False,True,gemini,25.0
33,f,average,55.0,artistic / musical / writer,True,True,libra,30.0
27,m,fit,72.0,hospitality / travel,False,True,aquarius,25.0
26,m,fit,70.0,other,True,True,sagittarius,25.0
37,m,fit,68.0,other,True,True,sagittarius,35.0
24,m,fit,67.0,medicine / health,False,True,cancer,20.0
22,m,fit,73.0,computer / hardware / software,False,True,virgo,20.0
49,m,average,69.0,other,False,False,libra,45.0
23,f,athletic,71.0,law / legal services,False,True,libra,20.0
22,m,athletic,70.0,not specified,False,False,unknown,20.0
24,m,thin,71.0,artistic / musical / writer,True,True,unknown,20.0
36,m,a little extra,68.0,other,False,False,virgo,35.0
32,f,fit,64.0,education / academia,True,False,aries,30.0
30,f,rather not say,65.0,banking / financial / real estate,True,True,unknown,30.0
27,m,skinny,65.0,student,False,True,capricorn,25.0
63,m,fit,65.0,science / tech / engineering,False,True,unknown,60.0
33,m,average,63.0,banking / financial / real estate,True,False,libra,30.0
29,m,average,66.0,student,False,True,pisces,25.0
52,f,curvy,66.0,entertainment / media,True,True,gemini,50.0
31,m,athletic,74.0,computer / hardware / software,True,False,leo,30.0
34,m,average,71.0,not specified,False,False,unknown,30.0
32,m,a little extra,68.0,computer / hardware / software,False,False,scorpio,30.0
23,f,thin,66.0,student,True,False,taurus,20.0
26,m,fit,72.0,student,False,False,aries,25.0
29,f,rather not say,69.0,medicine / health,True,False,virgo,25.0
31,m,athletic,68.0,education / academia,True,False,cancer,30.0
41,m,athletic,72.0,executive / management,True,True,aquarius,40.0
28,f,rather not say,65.0,medicine / health,True,True,unknown,25.0
28,m,athletic,70.0,sales / marketing / biz dev,True,False,pisces,25.0
31,f,curvy,65.0,executive / management,True,True,gemini,30.0
36,m,athletic,70.0,science / tech / engineering,False,True,gemini,35.0
48,f,fit,63.0,other,False,False,unknown,45.0
56,m,average,72.0,transportation,False,False,unknown,55.0
22,m,skinny,71.0,other,False,False,virgo,20.0
42,m,jacked,68.0,entertainment / media,True,False,aries,40.0
43,m,average,66.0,computer / hardware / software,False,True,scorpio,40.0
26,m,skinny,70.0,construction / craftsmanship,False,False,libra,25.0
41,m,athletic,67.0,artistic / musical / writer,True,True,scorpio,40.0
30,m,thin,76.0,artistic / musical / writer,True,True,gemini,30.0
40,m,fit,73.0,other,True,True,capricorn,40.0
47,m,athletic,73.0,education / academia,False,False,sagittarius,45.0
26,m,athletic,72.0,hospitality / travel,False,False,pisces,25.0
32,f,curvy,66.0,education / academia,True,True,aries,30.0
25,m,average,70.0,executive / management,True,False,unknown,25.0
35,m,average,72.0,other,True,False,unknown,35.0
23,m,athletic,74.0,entertainment / media,False,True,gemini,20.0
34,m,fit,66.0,science / tech / engineering,True,False,leo,30.0
48,m,average,70.0,construction / craftsmanship,False,True,scorpio,45.0
38,m,athletic,73.0,computer / hardware / software,True,True,unknown,35.0
42,m,rather not say,69.0,artistic / musical / writer,False,True,leo,40.0
26,m,fit,69.0,education / academia,False,False,libra,25.0
38,f,fit,60.0,entertainment / media,False,True,taurus,35.0
27,m,athletic,72.0,artistic / musical / writer,False,True,gemini,25.0
31,m,fit,70.0,computer / hardware / software,True,False,capricorn,30.0
25,m,athletic,74.0,medicine / health,True,False,capricorn,25.0
27,m,thin,73.0,other,False,True,unknown,25.0
28,f,average,67.0,other,True,True,cancer,25.0
20,m,skinny,73.0,artistic / musical / writer,False,False,capricorn,20.0
57,m,average,70.0,retired,False,False,leo,55.0
39,m,fit,72.0,entertainment / media,True,False,aquarius,35.0
38,m,average,71.0,artistic / musical / writer,True,False,libra,35.0
39,m,rather not say,69.0,other,True,False,pisces,35.0
47,f,athletic,62.0,medicine / health,False,True,cancer,45.0
26,f,curvy,67.0,clerical / administrative,True,False,gemini,25.0
20,f,average,62.0,not specified,False,True,virgo,20.0
25,f,fit,69.0,education / academia,False,False,taurus,25.0
26,f,rather not say,69.0,not specified,True,False,libra,25.0
60,f,thin,61.0,medicine / health,False,True,scorpio,60.0
38,f,athletic,70.0,law / legal services,False,True,leo,35.0
22,f,average,68.0,hospitality / travel,True,True,gemini,20.0
57,f,average,60.0,rather not say,True,False,aquarius,55.0
23,f,average,66.0,not specified,True,True,capricorn,20.0
40,f,thin,69.0,medicine / health,True,True,gemini,40.0
29,m,fit,70.0,sales / marketing / biz dev,True,True,aries,25.0
37,m,average,71.0,artistic / musical / writer,True,False,capricorn,35.0
26,f,full figured,62.0,education / academia,False,False,aries,25.0
37,m,athletic,67.0,other,True,False,gemini,35.0
33,m,fit,73.0,science / tech / engineering,False,False,unknown,30.0
29,m,athletic,69.0,computer / hardware / software,True,True,pisces,25.0
24,m,average,71.0,artistic / musical / writer,False,True,aries,20.0
32,m,average,66.0,sales / marketing / biz dev,False,True,capricorn,30.0
34,m,athletic,71.0,military,False,False,taurus,30.0
26,f,rather not say,64.0,medicine / health,True,False,unknown,25.0
49,m,fit,70.0,computer / hardware / software,True,True,unknown,45.0
26,m,athletic,76.0,computer / hardware / software,True,True,gemini,25.0
47,m,fit,67.0,medicine / health,False,True,capricorn,45.0
41,m,average,60.0,medicine / health,True,False,leo,40.0
23,m,athletic,70.0,science / tech / engineering,False,True,capricorn,20.0
56,m,athletic,67.0,executive / management,False,True,unknown,55.0
39,m,fit,72.0,artistic / musical / writer,True,False,unknown,35.0
32,m,athletic,70.0,construction / craftsmanship,False,False,capricorn,30.0
54,f,full figured,62.0,medicine / health,False,True,aries,50.0
32,f,a little extra,70.0,science / tech / engineering,True,True,unknown,30.0
18,m,athletic,72.0,artistic / musical / writer,False,False,sagittarius,15.0
24,m,athletic,73.0,not specified,True,False,unknown,20.0
27,f,rather not say,65.0,entertainment / media,True,False,libra,25.0
26,f,average,69.0,medicine / health,True,False,cancer,25.0
29,m,average,67.0,hospitality / travel,True,True,cancer,25.0
27,m,fit,67.0,other,True,True,libra,25.0
28,m,athletic,69.0,entertainment / media,False,False,unknown,25.0
39,m,athletic,68.0,science / tech / engineering,True,True,scorpio,35.0
29,f,average,68.0,education / academia,True,True,aquarius,25.0
27,m,athletic,71.0,science / tech / engineering,True,False,unknown,25.0
45,f,athletic,67.0,not specified,False,True,libra,45.0
22,m,average,72.0,construction / craftsmanship,False,True,sagittarius,20.0
28,m,athletic,72.0,science / tech / engineering,True,True,sagittarius,25.0
23,f,curvy,67.0,clerical / administrative,False,False,aries,20.0
47,f,fit,64.0,clerical / administrative,True,False,leo,45.0
33,f,fit,64.0,sales / marketing / biz dev,True,False,unknown,30.0
49,f,average,64.0,executive / management,False,False,taurus,45.0
28,m,fit,68.0,computer / hardware / software,False,False,cancer,25.0
32,f,used up,62.0,other,True,True,aries,30.0
30,m,average,69.0,computer / hardware / software,False,True,aries,30.0
44,m,average,70.0,other,False,True,pisces,40.0
31,m,athletic,72.0,computer / hardware / software,True,True,libra,30.0
26,m,a little extra,72.0,entertainment / media,False,False,gemini,25.0
37,m,a little extra,69.0,computer / hardware / software,True,False,leo,35.0
36,f,thin,60.0,sales / marketing / biz dev,True,True,sagittarius,35.0
36,m,fit,67.0,entertainment / media,False,True,leo,35.0
42,m,rather not say,70.0,not specified,False,False,gemini,40.0
30,m,fit,72.0,artistic / musical / writer,True,True,sagittarius,30.0
59,f,average,65.0,computer / hardware / software,True,True,capricorn,55.0
26,m,average,71.0,artistic / musical / writer,True,False,libra,25.0
